time,attack_type,risk_score,risk_level,source,event
2026-05-21 01:46:10.581654,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.581 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.581763,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.581 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.581792,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.581 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.581853,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.581 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.582518,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.582 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.582716,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.582 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.582755,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.582 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.583453,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.583 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.589742,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.589 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.589780,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.589 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.606085,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.605 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.606161,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.605 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.606225,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.606 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.606298,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.606 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.607700,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.607 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.608087,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.607 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.608160,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.607 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.609784,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.609 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.620391,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.620 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.620468,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.620 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.638799,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.638 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.638926,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.638 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.639000,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.638 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.639077,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.638 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.640392,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.640 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.640768,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.640 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.640843,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.640 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.642200,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.642 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.651109,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.650 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.651163,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.650 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.671527,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.671 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.671605,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.671 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.671681,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.671 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.671745,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.671 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.673111,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.672 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.673458,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.673 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.673532,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.673 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.675130,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.674 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.684279,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.684 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.684356,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.684 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.704765,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.704 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.704895,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.704 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.704990,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.704 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.705025,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.704 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.705993,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.705 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.706418,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.706 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.706497,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.706 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.707971,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.707 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.717939,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.717 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.717980,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.717 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.740064,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.739 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.740099,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.739 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.740178,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.740 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.740214,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.740 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.740826,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.740 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.741081,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.740 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.741150,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.741 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.742603,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.742 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.749927,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.749 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.749960,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.749 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.767427,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.767 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.767513,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.767 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.767585,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.767 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.767632,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.767 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.768741,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.768 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.769116,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.768 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.769174,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.768 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.770757,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.770 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.777279,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.777 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.777339,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.777 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.790238,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.790 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.790278,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.790 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.790337,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.790 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.790352,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.790 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.791097,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.790 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.791286,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.791 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.791328,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.791 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.791985,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.791 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.801001,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.800 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.801059,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.800 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.829964,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.829 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.830058,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.829 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.830090,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.829 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.830127,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.829 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.831225,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.831 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.831723,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.831 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.831757,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.831 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.832436,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.832 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.839063,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.838 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.839106,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.839 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.855195,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.854 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.855310,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.854 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.855442,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.855 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.855533,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.855 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.856277,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.856 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.856600,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.856 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.856640,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.856 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.857500,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.857 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.864006,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.863 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.864039,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.863 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.879800,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.879 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.879847,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.879 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.879886,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.879 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.879927,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.879 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.880924,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.880 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.881262,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.881 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.881300,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.881 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.882425,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.882 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.890748,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.890 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.890797,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.890 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.904870,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.904 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.905471,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.905 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:46:10.905652,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.905 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:46:10.905763,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.905 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:46:10.906737,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.906 E  ecosystemd[6857:6613a8] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:46:10.907007,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:46:10.906 Df ecosystemd[6857:6613a8] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
